OSN,LAT,LONG,ALT,SDMT,BIO_N,BIO_C,BRG_N,BRG_C,ACANTHACEA,AIZOACEAE,AMARANTHAC,LANNEA_SCL,ILEX_MITIS,AMBROSIEAE,ARTEMISIA,STOEBE,SENECIO,TARCHONANT,AVICENNIA,BALANITES,CAESALPINI,CAPPARIDAC,CLUSIACEAE,COMBRETACE,CONNARACEA,AFROCRANIA,CUPRESSACE,CYPERACEAE,DIDIERACEA,DILLENIACE,EPHEDRA,ERICACEAE,ALCHORNEA,BRIDELIA,CHROZOPHOR,DRYPETES_T,MACARANGA_,FLUEGGEA_T,TETRORCHID,UAPACA,CAMPYLOSTE,SACOGLOTTI,HYMENOCARD,HYPERICUM,ICACINACEA,IRVINGIA_T,HUGONIA,LOBELIA,ANTHOCLEIS,NUXIA_TYPE,MALPIGHIAC,MELIACEAE,ACACIA,CALPOCALYX,DICHROSTAC,ENTADA_TYP,PARKIA,MORACEAE,MYRICA,PYCNANTHUS,MYRSINE_AF,RAPANEA,SYZYGIUM_T,NYCTAGINAC,CAMPYLOSPE,LOPHIRA,SAUVAGESIA,OLEA,BORASSUS_H,ELAEIS_GUI,POACEAE,PODOCARPUS,PROTEACEAE,RHAMNACEAE,RHIZOPHORA,ALCHEMILLA,CLIFFORTIA,HAGENIA_AB,PRUNUS,RUBUS,ANTHOSPERM,IXORA_TYPE,MITRACARPU,ZANTHOXYLU,SALVADORA,ALLOPHYLUS,BLIGHIA,DODONAEA,SAPOTACEAE,COLA_TYPE,TAMARIX,CHRISTIANA,TILIA_TYPE,TRIBULUS,CELTIS,HOLOPTELEA,URTICACEAE,FAGONIA,ZYGOPHYLLU,MICRODESMI,TYPHA,ASTERACEAE,CONYZA_TYP,ACALYPHA,NYMPHAEA,EUPHORBIA_,RHUS_TYPE,PHOENIX,EUCALYPTUS,PINUS,HELICHRYSU,SPERMACOCE,FABACEAE_U,PLANTAGO,EUPHORBIAC,EUCLEA,CICHORIEAE,RUBIACEAE_,INDIGOFERA,TREMA_TYPE,CARYOPHYLL,PULICARIA_,RUMEX,BRASSICACE,APIACEAE,LAMIACEAE,PTERIDOPHY
242,-28.78,19.327,554,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,7.114624506,0,0,0,0,0,0,0,0,0,0,0,0.395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4743083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256917,0,0,0,0,0,0,0,24.90118577,0,0,0,6.324110672,0.395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,-31.143,25.068,1646,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,1.229508197,2.049180328,0,0,0,0.409836066,48.36065574,0,0.409836066,0,0,0,0.819672131,0,0,0,0,0,0.409836066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.836065574,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37704918,0,0,0,0,2.459016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,-31.15,25.065,1649,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,2.325581395,9.302325581,0,0,0,6.511627907,12.09302326,0,0.930232558,0,0,0,0.465116279,0,0,0,0,0,3.255813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23255814,0.465116279,0,0,0,0,0,0,0,0,0.930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.72093023,0,0,0,0,6.976744186,0,0,0.465116279,0,0,0,0,0,0.465116279,0,0,0,0,0,0,0,0,0,0,1.860465116
245,-31.143,25.015,1603,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,3.355704698,11.18568233,0,0,0,0,1.118568233,0,7.382550336,0,0,0,0,0,0,0,0,0,1.789709172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72706935,0,0,0,0,0,0,0,0,0,1.118568233,0,0,0,0,0,0,0,0,0,0,0,0,0.223713647,0,0,0,0,0,0,0,42.95302013,0,0,0,0,2.460850112,0,0,0,0,0,0,0,0,1.789709172,0,0,0,0,0,0,0,0,0,0,0.894854586
246,-28.308,17.108,412,Midden,Deserts and Xeric Shrublands,13,Succulent Karoo,22,0.526315789,47.89473684,19.47368421,0,0,0,0,0,0,0,0,0,0,0.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52631579,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526315789,0,0,0,0,0,0,0,16.84210526,0,0,0,0.526315789,0,0,0,0,0,0,0,0,0,1.578947368,0,0,0,0,0,0,0,0,0,0,0
247,-28.345,17.17,243,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,3.144654088,59.11949686,3.144654088,0,0,0,0,0,0,0,0,0,0,14.46540881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.918238994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257861635,0,0,0,0,0,0,0,11.32075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628930818,0,0,0,0,0,0,0,0,0,0,0
248,-28.345,17.17,243,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,89.86175115,0.460829493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921658986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460829493,0,0,0,0,0,0,0,5.069124424,0,0,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,-28.345,17.17,243,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,1.162790698,55.23255814,5.23255814,0,0,0,2.906976744,0,0,0,0,0,0,0.581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744186047,0,0,0,0,0,0,0,6.976744186,0,0,0,0.581395349,0,0,0,0,0,0,0,0,0,0.581395349,0,0,0,0,0,0,0,0,0,0,0
250,-29.005,19.438,739,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,10.66666667,47.33333333,0.666666667,0,0,0,0.666666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,23.33333333,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0
251,-29.342,18.688,833,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,27.51091703,32.31441048,1.310043668,0,0,0,0,0,0,0.436681223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.493449782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873362445,0,0,0,0,0,0,0,24.89082969,0,0,0,1.746724891,0.436681223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.986899563
252,-29.342,18.688,833,Midden,Deserts and Xeric Shrublands,13,Nama Karoo,14,16.29955947,31.27753304,1.321585903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.405286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202643172,0,0,0,0,0,0,0,16.29955947,0,0,0,0.440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.75330396
253,-31.691,29.39,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,2.631578947,0.438596491,2.192982456,0,0,0,0.438596491,1.315789474,0,0,0,0,0,0,0,0.438596491,0,0,0,4.385964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.192982456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438596491,0,0,0,0,4.385964912,0.877192982,0,8.771929825,24.56140351,0.438596491,0,14.03508772,0,0,0,0,0,0.877192982,0,0,0,0,7.456140351,0,0,5.701754386,0,0,0,0,0,0.438596491,0,0,0,0,0,0,2.192982456,0,0,0,0,1.315789474,1.315789474,0,2.192982456,0,0,0,0,0,7.894736842,0,0,0,0,0,0,0,0,0,0,3.070175439
254,-28.954,31.778,22,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0.909090909,0,3.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,36.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0,3.636363636,0,0,0,0,0.909090909,0,0,30.45454545,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,13.18181818,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,7.727272727
255,-29,31.727,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,2.5,0,2.5,0,0,0,0,1.25,0,0,0,0,0,0,0,1.25,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,37.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,1.25,5,0,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
256,-29,31.727,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0,0,1.515151515,0,0,0,0,0.505050505,0,0,0,0,0,0,0,0.505050505,0,0,0,6.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,3.03030303,0,0,5.555555556,0.505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.050505051,0,0,0,0,0,0.505050505,0,0,0,0,0,0,4.04040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505050505,0,0,0,0,0,0,0,0,0,0,68.18181818
257,-29,31.727,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0,0,0.465116279,0,0,0,0,0,0,0,0,0,0,0.465116279,0,1.395348837,0,0,0,1.860465116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.720930233,0,0,0,0,0.930232558,0,0,3.255813953,0.465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.906976744,0,0,0,0,0,0.465116279,0,0,0,0,0,0,2.325581395,0,0,0,0,0.930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.81395349
258,-29,31.727,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0,0.934579439,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,1.869158879,0,0,0,9.345794393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934579439,0,0,0,0,0,0,0,0,0,4.672897196,0,0,0,0,0.934579439,0,0,28.03738318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.803738318,0,0,0,0,0,0.934579439,0,0,0,0,0,0,3.738317757,0,0.934579439,0,0,1.869158879,0,0,0,0,0,0,0,0,2.803738318,0,0,0,0,0,0,0,0,0.934579439,0,38.31775701
259,-29,31.727,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0,0,0.636942675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.369426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.910828025,0,0,0,1.910828025,0,0,0,0,2.547770701,0,0,25.47770701,0,0,0,0,0,0.636942675,0,0,0,0,0,0,0,0,0,0,0,1.27388535,0,0,0,0,0,0.636942675,0,0,0,0,0,0,50.31847134,0,0,0,0,0.636942675,0,0,0,0,0,0,0,0,2.547770701,0,0,0,0.636942675,0,0,0,0,0,0,4.458598726
260,-29.811,31.042,0,Surface,Mangroves,14,Comoros forests,5,0.956937799,0,1.913875598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53110048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4784689,0,0,0,0,0,0,0,0,3.349282297,0,0,30.14354067,2.392344498,0,0,3.827751196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.698564593,0,0,0,0,0.956937799,0.4784689,0,2.392344498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4784689,0,24.40191388
261,-31.691,29.39,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0.829875519,1.244813278,1.659751037,0,0,0,0.829875519,1.659751037,0,0,1.659751037,0,0,0,0,0,0,0,0,6.639004149,0,0,0,0.829875519,0,0,0,0,0,0,0,0,0,0,0,0,0.829875519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414937759,0,0,0,1.659751037,0,0,0,0,4.149377593,0,0,21.57676349,4.149377593,0,0,17.42738589,0,0.414937759,0,0,0,0,0,0,0,0,0,0,0,2.489626556,0,0,0,0,0,0,0,0,0,0,0,0,3.734439834,0,0,0,0,4.149377593,3.319502075,0,13.2780083,0,0,0,0,0,1.659751037,0,0,0,0,0,0,0,0,0,0,5.394190871
262,-31.691,29.39,1,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,KwaZulu-Cape coastal forest mosaic,16,0.429184549,2.575107296,7.296137339,0,0,0,0,0.858369099,0,0,2.145922747,0,0,0,0,0,0,0,0,6.43776824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429184549,0,0,0,0,2.575107296,0.429184549,0,12.01716738,1.716738197,0,0,43.34763948,0,0,0,0,0,0.429184549,0,0,0,0,0,0,0,0.858369099,0,0,0,0,0,0.858369099,0,0,0,0,0,0.429184549,0.858369099,0,0,0,0,2.575107296,3.862660944,0,4.291845494,0,0,0,0,0,0.858369099,0,0,0,0,0,0,0,0,0,0,4.721030043
263,-29.532,28.342,2751,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,2.05371248,0.473933649,0,0,0,0,0.157977883,0,0,0,0,0,0,0,0,0,0,0.157977883,6.003159558,0,0,0,23.69668246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.003159558,0,0,0,0,0,0,0,0,0,3.001579779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.44865719,0,4.58135861,0,0,0,0,0,0,0,0.473933649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631911532,0,0.315955766
264,-29.218,27.482,1750,Surface,Montane Grasslands and Shrublands,10,Highveld grasslands,9,0,0.205128205,1.230769231,0,0,0,0,0.41025641,0,0.102564103,0,0,0,0,0,0,0,0,0,8.41025641,0,0,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41025641,0,0,0,0,0,0,0,8.41025641,0,0,0,0,0,4.307692308,0,0,0,1.641025641,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,4.102564103,0,0,0,0,51.28205128,0,2.051282051,0,0,0,0,1.641025641,0,0,12.30769231,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0,0,0,0,2.666666667
265,-28.52,28.405,2000,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,0.207039337,0.621118012,0,0,0,0.82815735,0,0,0,0,0,0,0,0,0,0,0,0,1.6563147,0,0,0,0.621118012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035196687,0,0,0,0,0,0,0,32.29813665,0,0,0,0,0,0,0,0,0,1.035196687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.34575569,0,7.246376812,0,0,0,0.207039337,0.414078675,0,0,1.035196687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207039337,0,1.242236025
266,-24.164,29.234,1954,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Africa bushveld,17,0,0,0.205128205,0.102564103,0,0,0,0.102564103,0,0,0,0,0,0,0,0.615384615,0,0,0,4.717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128205,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.51282051,0,2.871794872,0,0,0,0,0,0,0,0.820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025641026,0,0,0,0,51.28205128,0,5.948717949,0,2.051282051,0,0.102564103,0.102564103,0,0,0.41025641,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0,0,0,0.615384615
267,-31.836,24.859,1852,Surface,Deserts and Xeric Shrublands,13,Nama Karoo,14,0,0.777202073,5.18134715,0,0,0,0,7.25388601,0,0,0,0,0,0,0,0,0,0,0,1.03626943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.886010363,0,0,0,0,0,0,0,0,0,0.777202073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8134715,0,29.01554404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259067358
268,-28.529,28.469,1731,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,0.208768267,2.505219207,0,0,0,0,0.208768267,0,0,0,0,0,0,0,0,0,0,0,2.922755741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208768267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.27139875,0.208768267,0,0,0,0,0,0,0,0,1.670146138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.19206681,0,7.098121086,0,0,0,0,0,0,0,2.087682672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417536534
269,-28.536,28.467,1829,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,0,2.553191489,0,0,0,1.063829787,0,0,0,0,0,0,0,0,0,0,0,0,23.40425532,0,0,0,0.212765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638297872,0,0,0,0,0,0,0,12.9787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.91489362,0.212765957,2.127659574,0,0,0,0,0.425531915,0,0,3.191489362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276595745
270,-28.536,28.467,1829,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,0,1.590909091,0,0,0,12.04545455,0,0,0,0,0,0,0,0,0,0,0,0,20.68181818,0,0,0,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.90909091,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.45454545,0,1.363636364,0,0,0,0,0,0,0,0.681818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.590909091
271,-23.845,29.926,1688,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358779,0,0,0,5.34351145,0,0,0,0,0,0,0,2.290076336,3.816793893,0,0,0,0,0,0,0,0,1.526717557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.38167939,0,0,0,0,0,0,0,0,0,35.8778626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,-24.232,28.386,1576,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Africa bushveld,17,0,0.217864924,0.435729847,0.217864924,0.653594771,0,0,0.871459695,0,0.217864924,0,0,1.960784314,0,0,1.525054466,0,0,0,2.614379085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,0.435729847,1.74291939,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.76252723,0,5.882352941,0,0,0,0,0,0,0,0.435729847,0,0,0,0,0,0.653594771,0,0,0,0,0,0,0,0,0,0,0
273,-24.286,28.048,1216,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Africa bushveld,17,0,0,0.71942446,0,0,0,9.592326139,0.71942446,0,0.239808153,0,0,0,0,0,0.959232614,0,0,0,5.035971223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01678657,0.239808153,0.71942446,0,0,0,0,0,0,0,0.959232614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.11990408,0,1.438848921,0,0,0,0,0,0,0,0.239808153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,-28.732,28.892,2691,Surface,Montane Grasslands and Shrublands,10,"Drakensberg montane grasslands, woodlands and forests",4,0,1.583113456,1.055408971,0,0,0,0.263852243,0,0,0,0,0,0,0,0,0,0,0,0.263852243,1.583113456,0,0,0,1.055408971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263852243,0,0,0,0,0,0,0,28.75989446,0.791556728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.29815303,0.263852243,8.707124011,0,0,0,0.527704485,0,0,0,0.791556728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791556728
275,-24.3,28.495,1610,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,Southern Africa bushveld,17,0,0,0.647948164,0,0,0,0,0.647948164,0,0,0,0,0,0,0,1.295896328,0,0,0,1.943844492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08639309,0.215982721,2.159827214,0,0,0,0,0,0,0,5.183585313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.32397408,0,16.63066955,0,0,0,0,0,0,0,0.647948164,0,0,0,0,0,0.215982721,0,0,0,0,0,0,0,0,0,0,0
276,-26.011,27.76,1503,Surface,Montane Grasslands and Shrublands,10,Highveld grasslands,9,0,0,1.243781095,0,0,0,0,1.243781095,0,0,0,0,0,0.248756219,0,0.497512438,0,0,0.497512438,3.980099502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756219,0,0,0,0,0,0,0,10.19900498,0,0,0,0,0,0,0,0,0,10.44776119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756219,0,0,0,0,53.23383085,1.492537313,2.985074627,0,0,0,0.497512438,0.995024876,0,0,11.69154229,0,0,0,0,0,0.248756219,0,0,0,0,0,0,0,0,0,0,0
277,-26.011,27.76,1503,Surface,Montane Grasslands and Shrublands,10,Highveld grasslands,9,0,0,1.716738197,0,0,0,0,0.143061516,0,0,0,0,0,0,0,0.143061516,0,0,0.286123033,9.585121602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286123033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572246066,0,0,0,0,0,0,0,12.1602289,0,0,0,0,0,0,0,0,0,1.001430615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.51216023,0.143061516,1.001430615,0,0,0,0.143061516,0.572246066,0,0,3.576537911,0,0,0,0,0,0.143061516,0,0,0,9.728183119,0.286123033,0,0,0,0,0,0
278,-26.02,27.732,1450,Surface,Montane Grasslands and Shrublands,10,Highveld grasslands,9,0,0,2.604166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27083333,0.520833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5625,0,1.041666667,0,0,0,0,17.1875,0,0,1.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833333
